makespan,elapsed_time
178, 9.00
178, 12.00
178, 9.00
178, 9.00
178, 9.00
178, 11.00
178, 8.00
178, 8.00
178, 8.00
178, 10.00
178, 8.00
178, 9.00
178, 8.00
178, 10.00
178, 7.00
178, 9.00
178, 11.00
178, 9.00
178, 8.00
178, 10.00
178, 9.00
178, 8.00
178, 10.00
178, 8.00
178, 10.00
179, 8.00
178, 10.00
178, 9.00
178, 10.00
178, 8.00
