makespan,elapsed_time
114, 4.00
114, 3.00
114, 4.00
114, 4.00
114, 3.00
114, 3.00
114, 4.00
114, 4.00
116, 3.00
116, 3.00
114, 4.00
114, 4.00
116, 3.00
114, 4.00
114, 3.00
114, 4.00
114, 3.00
116, 3.00
116, 4.00
114, 4.00
114, 4.00
114, 3.00
114, 4.00
116, 4.00
114, 3.00
114, 4.00
114, 4.00
114, 3.00
114, 4.00
114, 4.00
