makespan,elapsed_time
138, 8.00
140, 7.00
138, 7.00
140, 7.00
140, 7.00
142, 8.00
140, 7.00
140, 7.00
140, 8.00
140, 8.00
140, 8.00
140, 9.00
140, 8.00
138, 7.00
138, 7.00
140, 7.00
140, 8.00
138, 7.00
140, 7.00
140, 7.00
138, 8.00
140, 7.00
140, 8.00
140, 6.00
138, 8.00
142, 7.00
138, 8.00
140, 8.00
140, 7.00
140, 7.00
