makespan,elapsed_time
118, 7.00
118, 7.00
116, 8.00
118, 7.00
118, 6.00
118, 7.00
118, 8.00
116, 9.00
118, 6.00
118, 7.00
116, 8.00
118, 7.00
118, 7.00
116, 8.00
118, 7.00
120, 8.00
118, 7.00
118, 8.00
118, 7.00
118, 7.00
116, 7.00
118, 7.00
116, 8.00
118, 7.00
116, 7.00
118, 8.00
116, 7.00
118, 7.00
116, 8.00
116, 7.00
