makespan,elapsed_time
178, 11.00
176, 9.00
176, 10.00
174, 10.00
176, 10.00
176, 11.00
176, 10.00
176, 13.00
178, 10.00
178, 10.00
176, 11.00
176, 11.00
176, 12.00
176, 11.00
176, 11.00
176, 10.00
174, 10.00
176, 12.00
176, 11.00
178, 12.00
176, 10.00
176, 10.00
176, 10.00
176, 12.00
178, 10.00
176, 13.00
176, 12.00
174, 12.00
176, 12.00
176, 10.00
