makespan,elapsed_time
112, 8.00
114, 8.00
114, 9.00
114, 7.00
114, 8.00
116, 7.00
116, 7.00
116, 7.00
114, 7.00
116, 7.00
112, 8.00
114, 8.00
116, 8.00
112, 8.00
116, 7.00
116, 8.00
116, 9.00
114, 8.00
116, 7.00
112, 8.00
116, 9.00
114, 8.00
114, 8.00
112, 9.00
116, 9.00
114, 7.00
114, 8.00
114, 9.00
116, 7.00
114, 9.00
