makespan,elapsed_time
307, 48.00
321, 32.00
318, 37.00
299, 63.00
303, 56.00
300, 62.00
307, 49.00
305, 56.00
308, 51.00
304, 52.00
306, 49.00
311, 47.00
303, 60.00
305, 49.00
304, 59.00
308, 56.00
306, 59.00
306, 51.00
306, 56.00
302, 60.00
303, 62.00
310, 52.00
303, 61.00
308, 52.00
311, 49.00
301, 70.00
305, 69.00
301, 67.00
307, 55.00
310, 47.00
