makespan,elapsed_time
188, 30.00
194, 20.00
183, 37.00
187, 29.00
183, 37.00
185, 29.00
182, 39.00
185, 35.00
187, 37.00
188, 24.00
185, 37.00
187, 34.00
189, 32.00
178, 43.00
189, 26.00
177, 52.00
182, 44.00
185, 38.00
182, 43.00
187, 33.00
190, 31.00
190, 24.00
185, 37.00
179, 43.00
195, 25.00
183, 42.00
186, 35.00
188, 38.00
186, 37.00
184, 32.00
