makespan,elapsed_time
145, 173.00
151, 180.00
144, 165.00
150, 187.00
147, 167.00
147, 207.00
148, 175.00
146, 179.00
152, 153.00
145, 173.00
147, 161.00
146, 170.00
148, 188.00
145, 184.00
143, 190.00
151, 179.00
145, 178.00
146, 157.00
148, 164.00
143, 172.00
145, 159.00
149, 184.00
145, 173.00
142, 159.00
148, 174.00
147, 207.00
150, 151.00
146, 167.00
142, 176.00
150, 148.00
