makespan,elapsed_time
209, 140.00
215, 116.00
212, 127.00
208, 144.00
212, 113.00
213, 117.00
215, 127.00
208, 121.00
212, 133.00
203, 145.00
208, 130.00
211, 103.00
212, 147.00
210, 115.00
208, 144.00
206, 138.00
206, 143.00
208, 123.00
215, 126.00
211, 138.00
211, 136.00
212, 139.00
208, 141.00
207, 129.00
207, 136.00
212, 119.00
212, 130.00
214, 108.00
207, 114.00
214, 122.00
