makespan,elapsed_time
138, 6.00
140, 8.00
142, 5.00
140, 5.00
144, 6.00
142, 4.00
142, 6.00
144, 3.00
144, 5.00
140, 10.00
142, 8.00
140, 5.00
140, 6.00
142, 4.00
138, 5.00
142, 7.00
146, 2.00
142, 3.00
142, 4.00
142, 4.00
146, 2.00
140, 8.00
144, 2.00
140, 6.00
140, 6.00
142, 5.00
144, 4.00
144, 3.00
144, 5.00
142, 7.00
