makespan,elapsed_time
178, 9.00
178, 8.00
178, 11.00
178, 9.00
178, 6.00
178, 6.00
178, 9.00
178, 8.00
180, 3.00
178, 7.00
178, 10.00
179, 8.00
178, 10.00
179, 5.00
180, 4.00
179, 6.00
178, 7.00
178, 7.00
178, 7.00
180, 4.00
179, 7.00
178, 7.00
178, 7.00
178, 9.00
179, 7.00
178, 9.00
178, 9.00
178, 10.00
178, 6.00
178, 6.00
