makespan,elapsed_time
120, 10.00
118, 9.00
118, 14.00
120, 6.00
118, 10.00
118, 12.00
120, 8.00
118, 11.00
118, 17.00
122, 6.00
116, 11.00
120, 7.00
118, 10.00
124, 3.00
116, 11.00
118, 12.00
120, 4.00
120, 5.00
118, 13.00
118, 9.00
120, 4.00
120, 10.00
116, 14.00
122, 7.00
120, 3.00
120, 4.00
118, 13.00
118, 11.00
124, 4.00
118, 8.00
