makespan,elapsed_time
118, 4.00
118, 5.00
118, 3.00
118, 5.00
116, 5.00
118, 2.00
122, 2.00
118, 4.00
118, 3.00
116, 7.00
118, 6.00
116, 4.00
120, 2.00
114, 10.00
116, 4.00
116, 6.00
118, 5.00
118, 4.00
120, 1.00
114, 4.00
114, 5.00
118, 4.00
118, 5.00
118, 3.00
118, 7.00
116, 7.00
116, 6.00
118, 6.00
118, 5.00
116, 7.00
