makespan,elapsed_time
118, 4.00
114, 8.00
116, 4.00
120, 3.00
114, 11.00
116, 5.00
116, 7.00
114, 7.00
120, 3.00
114, 8.00
116, 11.00
116, 7.00
116, 6.00
118, 5.00
116, 6.00
116, 6.00
118, 6.00
120, 3.00
116, 8.00
116, 3.00
116, 7.00
116, 7.00
120, 4.00
116, 8.00
118, 5.00
120, 3.00
120, 4.00
116, 9.00
114, 10.00
118, 6.00
