makespan,elapsed_time
146, 6.00
144, 9.00
144, 6.00
144, 7.00
148, 2.00
144, 8.00
144, 12.00
144, 7.00
144, 7.00
146, 7.00
144, 7.00
144, 12.00
144, 7.00
144, 7.00
144, 5.00
144, 11.00
144, 4.00
146, 5.00
146, 4.00
150, 2.00
144, 5.00
146, 3.00
144, 12.00
146, 4.00
148, 4.00
148, 4.00
144, 6.00
146, 4.00
144, 12.00
144, 6.00
