makespan,elapsed_time
142, 6.00
140, 9.00
140, 9.00
142, 8.00
144, 3.00
144, 5.00
140, 8.00
142, 6.00
142, 6.00
140, 4.00
142, 6.00
140, 6.00
138, 7.00
142, 5.00
142, 5.00
142, 6.00
142, 7.00
142, 6.00
142, 7.00
138, 8.00
138, 14.00
144, 3.00
142, 5.00
140, 10.00
142, 6.00
142, 7.00
140, 5.00
138, 12.00
144, 4.00
140, 7.00
