makespan,elapsed_time
122, 6.00
120, 6.00
122, 4.00
124, 3.00
120, 8.00
124, 4.00
120, 6.00
120, 5.00
122, 7.00
124, 3.00
120, 10.00
122, 4.00
120, 4.00
120, 9.00
126, 3.00
122, 8.00
120, 11.00
120, 12.00
120, 8.00
120, 12.00
120, 9.00
120, 11.00
122, 4.00
122, 11.00
122, 6.00
124, 5.00
122, 5.00
120, 10.00
124, 4.00
120, 9.00
